VA Station Number,HCS,Address,City,State,County FIPS,Cases,Active,Convalescent,Deaths
vha_621GC,621,654 Highway 58 East,Norton,VA,51720.0,,,,
vha_621GG,621,925 East Morris Boulevard,Morristown,TN,47063.0,,,,
vha_621GI,621,1124 Blanton Drive,Sevierville,TN,47155.0,,,,
vha_621GJ,621,2426 Lee Highway,Bristol,VA,51520.0,,,,
vha_621GK,621,130 Independence Lane,LaFollette,TN,47013.0,,,,
vha_621GO,621,1141 Cold Springs Road,Mountain City,TN,47091.0,,,,
vha_621QA,621,32613 Wilderness Road,Jonesville,VA,51105.0,,,,
vha_621QB,621,4451 Lee Highway,Marion,VA,51173.0,,,,
vha_621QC,621,1941 Lover's Gap Lane,Vansant,VA,51027.0,,,,
vha_621QD,621,1557 Downtown West Boulevard,Knoxville,TN,47093.0,,,,
vha_621QE,621,1521 Downtown West Boulevard,Knoxville,TN,47093.0,,,,
vha_621QF,621,500 Washington Avenue,Johnson City,TN,47179.0,,,,
vha_623,623,1011 Honor Heights Drive,Muskogee,OK,40101.0,403.0,29.0,342.0,32.0
vha_623BY,623,9322 East 41st Street,Tulsa,OK,40143.0,,,,
vha_623GA,623,2 East Clark Bass Boulevard,McAlester,OK,40121.0,,,,
vha_623GB,623,269 South 7th Street,Vinita,OK,40035.0,,,,
vha_623GC,623,901 South East Washington Street,Idabel,OK,40089.0,,,,
vha_623QA,623,2414 East Shawnee Road,Muskogee,OK,40101.0,403.0,29.0,342.0,32.0
vha_623QB,623,10159 East 11th Street,Tulsa,OK,40143.0,,,,
vha_623QC,623,5110 South Yale Avenue,Tulsa,OK,40143.0,,,,
vha_626,626,1310 24th Avenue South,Nashville,TN,47037.0,692.0,44.0,623.0,25.0
vha_626A4,626,3400 Lebanon Pike,Murfreesboro,TN,47149.0,,,,
vha_626GA,626,1406 Donelson Parkway,Dover,TN,47161.0,,,,
vha_626GC,626,600 US 31 West Bypass,Bowling Green,KY,21227.0,,,,
vha_626GE,626,782 Weatherly Drive,Clarksville,TN,47125.0,,,,
vha_626GF,626,6098 Debra Road,Chattanooga,TN,47065.0,,,,
vha_626GG,626,225 Von Karman Road,Arnold Air Force Base,TN,47031.0,,,,
vha_626GH,626,851 South Willow Avenue,Cookeville,TN,47141.0,,,,
vha_626GJ,626,1002 South Virginia Street,Hopkinsville,KY,21047.0,,,,
vha_626GK,626,1014 South Chancery Street,McMinnville,TN,47177.0,,,,
vha_626GL,626,2305 North Gateway Avenue,Harriman,TN,47145.0,,,,
vha_626GM,626,833 Nashville Highway,Columbia,TN,47119.0,,,,
vha_626GN,626,1320 Decatur Pike,Athens,TN,47107.0,,,,
vha_626GO,626,2 International Plaza Drive,Nashville,TN,47037.0,692.0,44.0,623.0,25.0
vha_626GP,626,419 Steam Plant Road,Gallatin,TN,47165.0,,,,
vha_626QA,626,1818 Albion Street,Nashville,TN,47037.0,692.0,44.0,623.0,25.0
vha_626QB,626,1919 Charlotte Avenue,Nashville,TN,47037.0,692.0,44.0,623.0,25.0
vha_626QC,626,1208 Pointe Centre,Chattanooga,TN,47065.0,,,,
vha_626QD,626,250 Glenis Drive,Murfreesboro,TN,47149.0,,,,
vha_626QE,626,260 Glenis Drive,Murfreesboro,TN,47149.0,,,,
vha_626QF,626,2292 Dalton Drive,Clarksville,TN,47125.0,,,,
vha_629,629,2400 Canal Street,New Orleans,LA,22071.0,1041.0,16.0,955.0,70.0
vha_629BY,629,7968 Essen Park Avenue,Baton Rouge,LA,22033.0,,,,
vha_629GA,629,6433 West Park Avenue,Houma,LA,22109.0,,,,
vha_629GB,629,1131 South Morrison Boulevard,Hammond,LA,22105.0,,,,
vha_629GC,629,60491 Doss Drive,Slidell,LA,22103.0,,,,
vha_629GD,629,4004 West Airline Highway,Reserve,LA,22095.0,,,,
vha_629GE,629,603 Haifleigh Street,Franklin,LA,22101.0,,,,
vha_629GF,629,521 Ontario Street,Bogalusa,LA,22117.0,,,,
vha_629QA,629,7850 Anselmo Lane,Baton Rouge,LA,22033.0,,,,
vha_630,630,423 East 23rd Street,New York,NY,36061.0,1052.0,6.0,930.0,116.0
vha_630A4,630,800 Poly Place,Brooklyn,NY,36047.0,,,,
vha_630A5,630,179-00 Linden Boulevard,Queens,NY,36081.0,,,,
vha_630GA,630,55 West 125th Street,New York,NY,36061.0,1052.0,6.0,930.0,116.0
vha_630GB,630,1150 South Avenue,Staten Island,NY,36085.0,,,,
vha_630QA,630,179-00 Linden Boulevard,Jamaica,NY,36081.0,,,,
vha_630QB,630,179-00 Linden Boulevard,Jamaica,NY,36081.0,,,,
vha_631,631,421 North Main Street,Leeds,MA,25015.0,183.0,2.0,161.0,20.0
vha_631BY,631,25 Bond Street,Springfield,MA,25013.0,,,,
vha_631GC,631,73 Eagle Street,Pittsfield,MA,25003.0,,,,
vha_631GD,631,143 Munson Street,Greenfield,MA,25011.0,,,,
vha_631GE,631,605 Lincoln Street,Worcester,MA,25027.0,,,,
vha_631GF,631,881 Main Street,Fitchburg,MA,25027.0,,,,
vha_631QA,631,377 Plantation Street,Worcester,MA,25027.0,,,,
vha_631QB,631,55 North Lake Avenue,Worcester,MA,25027.0,,,,
vha_632,632,79 Middleville Road,Northport,NY,36103.0,387.0,2.0,336.0,49.0
vha_632GA,632,2201 Hempstead Turnpike,East Meadow,NY,36059.0,,,,
vha_632HA,632,99 South Central Avenue,Valley Stream,NY,36059.0,,,,
vha_632HB,632,300 Center Drive,Riverhead,NY,36103.0,,,,
vha_632HC,632,132 East Main Street,Bay Shore,NY,36103.0,,,,
vha_632HD,632,4 Phyllis Drive,Patchogue,NY,36103.0,,,,
vha_632QA,632,79 Middleville Road,Northport,NY,36103.0,387.0,2.0,336.0,49.0
vha_632QB,632,79 Middleville Road,Northport,NY,36103.0,387.0,2.0,336.0,49.0
vha_635,635,921 Northeast 13th Street,Oklahoma City,OK,40109.0,316.0,29.0,266.0,21.0
vha_635GA,635,4303 Pitman Street,Fort Sill,OK,40031.0,,,,
vha_635GB,635,2600 Central Freeway,Wichita Falls,TX,48485.0,,,,
vha_635GC,635,1009 West Ferguson Avenue,Blackwell,OK,40071.0,,,,
vha_635GD,635,717 Better Now Plaza,Ada,OK,40123.0,,,,
vha_635GE,635,320 North Perkins Road,Stillwater,OK,40119.0,,,,
vha_635GF,635,1604 North Main,Altus,OK,40065.0,,,,
vha_635GG,635,401 South 3rd Street,Enid,OK,40047.0,,,,
vha_635GH,635,315 West Gary Boulevard,Clinton,OK,40039.0,,,,
vha_635GI,635,1020 24th Avenue Northwest,Norman,OK,40027.0,,,,
vha_635GJ,635,1808 Commons Circle,Yukon,OK,40017.0,,,,
vha_635HB,635,1235 12th Avenue Northwest,Ardmore,OK,40019.0,,,,
vha_635QA,635,2915 Pine Ridge Road,Oklahoma City,OK,40109.0,316.0,29.0,266.0,21.0
vha_635QB,635,7919 Mid-America Boulevard,Oklahoma City,OK,40109.0,316.0,29.0,266.0,21.0
vha_635QC,635,1301 Northeast Fourteenth Street,Oklahoma City,OK,40109.0,316.0,29.0,266.0,21.0
vha_635QD,635,2640 Miner Road,Fort Sill,OK,40031.0,,,,
vha_635QE,635,7050 Air Depot,Tinker AFB,OK,40109.0,,,,
vha_636,636,4101 Woolworth Avenue,Omaha,NE,31055.0,640.0,78.0,520.0,42.0
vha_636A4,636,2201 North Broadwell Avenue,Grand Island,NE,31079.0,,,,
vha_636A5,636,600 South 70th Street,Lincoln,NE,31109.0,,,,
vha_636A6,636,3600 30th Street,Des Moines,IA,19153.0,178.0,10.0,158.0,10.0
vha_636A8,636,601 Highway 6 West,Iowa City,IA,19103.0,165.0,21.0,140.0,4.0
vha_636GA,636,3204 Raasch Drive,Norfolk,NE,31119.0,,,,
vha_636GB,636,600 East Francis Street,North Platte,NE,31111.0,,,,
vha_636GC,636,520 South Pierce Avenue,Mason City,IA,19033.0,,,,
vha_636GD,636,101 Iowa Avenue West,Marshalltown,IA,19127.0,,,,
vha_636GF,636,2826 West Locust Street,Davenport,IA,19163.0,,,,
vha_636GG,636,6020 Broadway Street,Quincy,IL,17001.0,,,,
vha_636GH,636,945 Tower Park Drive,Waterloo,IA,19013.0,,,,
vha_636GI,636,310 Home Boulevard,Galesburg,IL,17095.0,,,,
vha_636GJ,636,2600 Dodge Street,Dubuque,IA,19061.0,,,,
vha_636GK,636,2419 2nd Avenue North,Fort Dodge,IA,19187.0,,,,
vha_636GL,636,2206 Longo Drive,Bellevue,NE,31153.0,,,,
vha_636GM,636,311 South Clark Street,Carroll,IA,19027.0,,,,
vha_636GN,636,2230 Wiley Boulevard Southwest,Cedar Rapids,IA,19113.0,,,,
vha_636GP,636,512 South Fremont Street,Shenandoah,IA,19071.0,,,,
vha_636GQ,636,1118 Burlington Street,Holdrege,NE,31137.0,,,,
vha_636GR,636,1607 North Lincoln Street,Knoxville,IA,19125.0,,,,
vha_636GS,636,1009 East Pennsylvania Avenue,Ottumwa,IA,19179.0,,,,
vha_636GT,636,406 Avenue C,Sterling,IL,17195.0,,,,
vha_636GU,636,915 Short Street,Decorah,IA,19191.0,,,,
vha_636GW,636,520 10th Avenue,Coralville,IA,19103.0,,,,
vha_636GX,636,102 North 25th Street,Fort Dodge,IA,19187.0,,,,
vha_636QA,636,825 Dorcas Street,Omaha,NE,31055.0,640.0,78.0,520.0,42.0
vha_636QB,636,1223 Center Street,Des Moines,IA,19153.0,178.0,10.0,158.0,10.0
vha_636QC,636,1535 First Avenue Southeast,Cedar Rapids,IA,19113.0,,,,
vha_636QD,636,1 University Circle,Macomb,IL,17109.0,,,,
vha_636QG,636,601 Highway 6 West,Iowa City,IA,19103.0,165.0,21.0,140.0,4.0
vha_636QH,636,3600 30th Street,Des Moines,IA,19153.0,178.0,10.0,158.0,10.0
vha_636QI,636,415 North Perry Street,Davenport,IA,19163.0,,,,
vha_636QJ,636,400 South Clinton Street,Iowa City,IA,19103.0,165.0,21.0,140.0,4.0
vha_637,637,1100 Tunnel Road,Asheville,NC,37021.0,324.0,34.0,264.0,26.0
vha_637GA,637,647 Wayah Street,Franklin,NC,37113.0,,,,
vha_637GB,637,2270 College Avenue,Forest City,NC,37161.0,,,,
vha_637GC,637,2440 Century Place Southeast,Hickory,NC,37035.0,,,,
vha_640,640,3801 Miranda Avenue,Palo Alto,CA,6085.0,429.0,23.0,381.0,25.0
vha_640A0,640,795 Willow Road,Menlo Park,CA,6081.0,,,,
vha_640A4,640,4951 Arroyo Road,Livermore,CA,6001.0,,,,
vha_640BY,640,5855 Silver Creek Valley Place,San Jose,CA,6085.0,,,,
vha_640GA,640,1350 41st Avenue,Capitola,CA,6087.0,,,,
vha_640GB,640,13663 Mono Way,Sonora,CA,6109.0,,,,
vha_640GC,640,39199 Liberty Street,Fremont,CA,6001.0,,,,
vha_640HA,640,7777 South Freedom Road,French Camp,CA,6077.0,,,,
vha_640HB,640,1225 Oakdale Road,Modesto,CA,6099.0,,,,
vha_640HC,640,201 9th Street,Marina,CA,6053.0,,,,
vha_640QA,640,795 Willow Road,Menlo Park,CA,6081.0,,,,
vha_640QB,640,795 Willow Road,Menlo Park,CA,6081.0,,,,
vha_642,642,3900 Woodland Avenue,Philadelphia,PA,42101.0,708.0,7.0,644.0,57.0
vha_642BU,642,1425-1429 Snyder Avenue,Philadelphia,PA,42101.0,708.0,7.0,644.0,57.0
vha_642GA,642,3000 Lincoln Drive,Marlton,NJ,34005.0,,,,
vha_642GC,642,433 Caredean Drive,Horsham,PA,42091.0,,,,
vha_642GD,642,211 County House Road,Sewell,NJ,34015.0,,,,
vha_642GF,642,300 South Broadway,Camden,NJ,34007.0,,,,
vha_642GH,642,6232 Market Street,Philadelphia,PA,42101.0,708.0,7.0,644.0,57.0
vha_642QA,642,4219 Chestnut Street,Philadelphia,PA,42101.0,708.0,7.0,644.0,57.0
vha_642QB,642,213 North 4th Street,Philadelphia,PA,42101.0,708.0,7.0,644.0,57.0
vha_644,644,650 East Indian School Road,Phoenix,AZ,4013.0,1348.0,26.0,1245.0,77.0
vha_644BY,644,3285 South Val Vista Drive,Gilbert,AZ,4013.0,,,,
vha_644GA,644,13985 West Grand Avenue,Surprise,AZ,4013.0,,,,
vha_644GB,644,5171 Cub Lake Road,Show Low,AZ,4017.0,,,,
vha_644GC,644,9250 West Thomas Road,Phoenix,AZ,4013.0,1348.0,26.0,1245.0,77.0
vha_644GD,644,903 East Highway 260,Payson,AZ,4007.0,,,,
vha_644GE,644,9424 North 25th Avenue,Phoenix,AZ,4013.0,1348.0,26.0,1245.0,77.0
vha_644GF,644,5860 South Hospital Drive,Globe,AZ,4007.0,,,,
vha_644GG,644,11390 East Via Linda Road,Scottsdale,AZ,4013.0,,,,
vha_644GH,644,5040 North 15th Avenue,Phoenix,AZ,4013.0,1348.0,26.0,1245.0,77.0
vha_644QA,644,1500 East Thomas Road,Phoenix,AZ,4013.0,1348.0,26.0,1245.0,77.0
vha_644QB,644,650 E. Indian School Road,Phoenix,AZ,4013.0,1348.0,26.0,1245.0,77.0
vha_646,646,University Drive C,Pittsburgh,PA,42003.0,238.0,9.0,217.0,12.0
vha_646A4,646,1010 Delafield Road,Pittsburgh,PA,42003.0,238.0,9.0,217.0,12.0
vha_646GA,646,67800 Mall Ring Road,St. Clairsville,OH,39013.0,,,,
vha_646GB,646,5274 Route 30,Greensburg,PA,42129.0,,,,
vha_646GC,646,300 Brighton Avenue,Rochester,PA,42007.0,,,,
vha_646GD,646,95 West Beau Street,Washington,PA,42125.0,,,,
vha_646GE,646,627 Pittsburgh Road,Uniontown,PA,42051.0,,,,
vha_648,648,3710 Southwest US Veterans Hospital Road,Portland,OR,41051.0,220.0,18.0,190.0,12.0
vha_648A4,648,1601 East 4th Plain Boulevard,Vancouver,WA,53011.0,,,,
vha_648GA,648,2650 Northeast Courtney Drive,Bend,OR,41017.0,,,,
vha_648GB,648,1750 McGilchrist Street Southeast,Salem,OR,41047.0,,,,
vha_648GD,648,91400 Neacoxie Street,Warrenton,OR,41007.0,,,,
vha_648GE,648,1800 Northeast Market Drive,Fairview,OR,41051.0,,,,
vha_648GF,648,1925 North East Stucki Avenue,Hillsboro,OR,41067.0,,,,
vha_648GG,648,1750 Southwest Blankenship Road,West Linn,OR,41005.0,,,,
vha_648GH,648,1010 Southwest Coast Highway,Newport,OR,41041.0,,,,
vha_648GI,648,308 Southwest 1st Avenue,Portland,OR,41051.0,220.0,18.0,190.0,12.0
vha_648GJ,648,704 Veterans Drive,The Dalles,OR,41065.0,,,,
vha_648GK,648,4422 Northeast Devils Lake Boulevard,Lincoln City,OR,41041.0,,,,
vha_649,649,500 Highway 89 North,Prescott,AZ,4025.0,164.0,6.0,149.0,9.0
vha_649GA,649,2668 Hualapai Mountain Road,Kingman,AZ,4015.0,,,,
vha_649GB,649,1300 West University Avenue,Flagstaff,AZ,4005.0,,,,
vha_649GC,649,2035 Mesquite Avenue,Lake Havasu City,AZ,4015.0,,,,
vha_649GD,649,41810 North Venture Drive,Anthem,AZ,4013.0,,,,
vha_649GE,649,501 South Willard Street,Cottonwood,AZ,4025.0,,,,
vha_649QA,649,Highway 191 and Hospital Drive,Chinle,AZ,4003.0,,,,
vha_649QB,649,33 West Vista Drive,Holbrook,AZ,4017.0,,,,
vha_649QD,649,801 North Navajo Drive,Page,AZ,4005.0,,,,
vha_649QF,649,167 North Main Street,Tuba City,AZ,4005.0,,,,
vha_649QG,649,Highway 264 Mile Post 388,Polacca,AZ,4017.0,,,,
vha_649QH,649,US Highway 160,Kayenta,AZ,4001.0,,,,
vha_650,650,830 Chalkstone Avenue,Providence,RI,44007.0,203.0,10.0,170.0,23.0
vha_650GA,650,175 Elm Street,New Bedford,MA,25005.0,,,,
vha_650GB,650,233 Stevens Street,Hyannis,MA,25001.0,,,,
vha_650GD,650,One Corporate Place,Middletown,RI,44005.0,,,,
vha_650QA,650,623 Atwells Avenue,Providence,RI,44007.0,203.0,10.0,170.0,23.0
vha_650QB,650,75 Eagle Street,Providence,RI,44007.0,203.0,10.0,170.0,23.0
vha_652,652,1201 Broad Rock Boulevard,Richmond,VA,51760.0,454.0,26.0,400.0,28.0
vha_652GA,652,130 Executive Center Parkway,Fredericksburg,VA,51630.0,,,,
vha_652GB,652,10401 Spotsylvania Avenue,Fredericksburg,VA,51177.0,,,,
vha_652GE,652,590 Peter Jefferson Parkway,Charlottesville,VA,51003.0,,,,
vha_652GF,652,1746 East Atlantic Street,Emporia,VA,51595.0,,,,
vha_652GG,652,1201 Broad Rock Boulevard,Richmond,VA,51760.0,454.0,26.0,400.0,28.0
vha_652GH,652,1201 Broad Rock Boulevard,Richmond,VA,51760.0,454.0,26.0,400.0,28.0
vha_653,653,913 Northwest Garden Valley Boulevard,Roseburg,OR,41019.0,31.0,7.0,24.0,0.0
vha_653BY,653,3355 Chad Drive,Eugene,OR,41039.0,,,,
vha_653GA,653,2191 Marion Street,North Bend,OR,41011.0,,,,
vha_653GB,653,840 Railroad Street,Brookings,OR,41015.0,,,,
vha_653QA,653,211 East 7th Avenue,Eugene,OR,41039.0,,,,
vha_654,654,975 Kirman Avenue,Reno,NV,32031.0,179.0,10.0,154.0,15.0
vha_654GB,654,1330 Waterloo Lane,Gardnerville,NV,32005.0,,,,
vha_654GC,654,1020 New River Parkway,Fallon,NV,32001.0,,,,
vha_654GD,654,110 Bella Way,Susanville,CA,6035.0,,,,
vha_654GE,654,1201 Corporate Boulevard,Reno,NV,32031.0,179.0,10.0,154.0,15.0
vha_654GF,654,1140 Selmi Drive,Reno,NV,32031.0,179.0,10.0,154.0,15.0
vha_654QA,654,2295 Kietzke Lane,Reno,NV,32031.0,179.0,10.0,154.0,15.0
vha_654QB,654,350 Capitol Hill Avenue,Reno,NV,32031.0,179.0,10.0,154.0,15.0
vha_654QC,654,3298 Traders Way,Winnemucca,NV,32013.0,,,,
vha_654QD,654,3674 South Virginia Street,Reno,NV,32031.0,179.0,10.0,154.0,15.0
vha_655,655,1500 Weiss Street,Saginaw,MI,26145.0,106.0,6.0,93.0,7.0
vha_655GA,655,2782 South Otsego Avenue,Gaylord,MI,26137.0,,,,
vha_655GB,655,701 US Highway 31 South,Traverse City,MI,26055.0,,,,
vha_655GC,655,5671 Skeel Avenue,Oscoda,MI,26069.0,,,,
vha_655GD,655,180 North State Street,Alpena,MI,26007.0,,,,
vha_655GE,655,11775 North Isabella Road,Clare,MI,26073.0,,,,
vha_655GF,655,1142 South Van Dyke Road,Bad Axe,MI,26063.0,,,,
vha_655GG,655,1909 North Mitchell Street,Cadillac,MI,26165.0,,,,
vha_655GH,655,14540 Mackinaw Highway,Mackinaw City,MI,26031.0,,,,
vha_655GI,655,1680 Hartwick Pines Road,Grayling,MI,26039.0,,,,
vha_655QA,655,4241 Barnard Road,Saginaw,MI,26145.0,106.0,6.0,93.0,7.0
vha_656,656,4801 Veterans Drive,St. Cloud,MN,27145.0,118.0,27.0,85.0,6.0
vha_656GA,656,722 Northwest 7th Street,Brainerd,MN,27035.0,,,,
vha_656GB,656,1025 North 13th Street,Montevideo,MN,27023.0,,,,
vha_656GC,656,515 22nd Avenue East,Alexandria,MN,27041.0,,,,
vha_656QA,656,4801 Veterans Drive,St. Cloud,MN,27145.0,118.0,27.0,85.0,6.0
vha_657,657,915 North Grand Boulevard,St. Louis,MO,29510.0,762.0,122.0,605.0,35.0
vha_657A0,657,1 Jefferson Barracks Drive,St. Louis,MO,29189.0,762.0,122.0,605.0,35.0
vha_657A4,657,1500 North Westwood Boulevard,Poplar Bluff,MO,29023.0,85.0,27.0,56.0,2.0
vha_657A5,657,2401 West Main Street,Marion,IL,17199.0,63.0,15.0,46.0,2.0
vha_657GA,657,1190 Fortune Boulevard,Shiloh,IL,17163.0,,,,
vha_657GB,657,6854 Parker Road,Florissant,MO,29189.0,,,,
vha_657GD,657,844 Waterbury Falls Drive,O'Fallon,MO,29183.0,,,,
vha_657GF,657,1801 East State Route K,West Plains,MO,29091.0,,,,
vha_657GG,657,2420 Linwood Drive,Paragould,AR,5055.0,,,,
vha_657GH,657,3051 William Street,Cape Girardeau,MO,29031.0,,,,
vha_657GI,657,1580 West Columbia Street,Farmington,MO,29187.0,,,,
vha_657GJ,657,6211 East Waterford Boulevard,Evansville,IN,18163.0,,,,
vha_657GK,657,4101 North Water Tower Place,Mount Vernon,IL,17081.0,,,,
vha_657GL,657,2620 Perkins Creek Drive,Paducah,KY,21145.0,,,,
vha_657GM,657,1011 Ford Avenue,Effingham,IL,17049.0,,,,
vha_657GO,657,926 Veterans Drive,Hanson,KY,21107.0,,,,
vha_657GP,657,3400 New Hartford Road,Owensboro,KY,21059.0,,,,
vha_657GQ,657,1813 Willow Street,Vincennes,IN,18083.0,,,,
vha_657GR,657,1253 Paris Road,Mayfield,KY,21083.0,,,,
vha_657GS,657,1627 A Roy Drive,Washington,MO,29071.0,,,,
vha_657GT,657,1130 East Walnut Street,Carbondale,IL,17077.0,,,,
vha_657GU,657,608 Rollie Moore Drive,Harrisburg,IL,17165.0,,,,
vha_657GV,657,903 South Kings Highway,Sikeston,MO,29201.0,,,,
vha_657GW,657,300 Camp Road,Pocahontas,AR,5121.0,,,,
vha_657GX,657,2727 Washington Avenue,St. Louis,MO,29510.0,762.0,122.0,605.0,35.0
vha_657GY,657,4974 Manchester Avenue,St. Louis,MO,29510.0,762.0,122.0,605.0,35.0
vha_657QA,657,3615 Olive Street,St. Louis,MO,29510.0,762.0,122.0,605.0,35.0
vha_657QB,657,2600 Washington Boulevard,St. Louis,MO,29510.0,762.0,122.0,605.0,35.0
vha_657QC,657,1301 Enterprise Way,Marion,IL,17199.0,63.0,15.0,46.0,2.0
vha_657QD,657,3403 Heartland Street,Marion,IL,17199.0,63.0,15.0,46.0,2.0
vha_657QE,657,310 West Losey Street,Scott Air Force Base,IL,17163.0,,,,
vha_658,658,1970 Roanoke Boulevard,Salem,VA,51775.0,160.0,10.0,136.0,14.0
vha_658GA,658,388 Ben Bolt Avenue,Tazewell,VA,51185.0,,,,
vha_658GB,658,705 Piney Forest Road,Danville,VA,51590.0,,,,
vha_658GC,658,1600 Lakeside Drive,Lynchburg,VA,51680.0,,,,
vha_658GD,658,102 Lacy B. King Way,Staunton,VA,51790.0,,,,
vha_658GE,658,165 Peppers Ferry Road,Wytheville,VA,51197.0,,,,
vha_659,659,1601 Brenner Avenue,Salisbury,NC,37159.0,609.0,17.0,552.0,40.0
vha_659BY,659,1695 Kernersville Medical Parkway,Kernersville,NC,37067.0,,,,
vha_659BZ,659,3506 West Tyvola Road,Charlotte,NC,37119.0,,,,
vha_659GA,659,8601 University East Drive,Charlotte,NC,37119.0,,,,
vha_660,660,500 Foothill Boulevard,Salt Lake City,UT,49035.0,252.0,37.0,201.0,14.0
vha_660GA,660,500 South 11th Avenue,Pocatello,ID,16005.0,,,,
vha_660GB,660,982 Chambers Street,South Ogden,UT,49057.0,,,,
vha_660GD,660,245 West 200 North,Roosevelt,UT,49013.0,,,,
vha_660GE,660,1443 West 800 North,Orem,UT,49049.0,,,,
vha_660GG,660,230 North 1680 East,St. George,UT,49053.0,,,,
vha_660GJ,660,2750 South 5600 West,West Valley City,UT,49035.0,,,,
vha_660GK,660,2719 Argent Avenue,Elko,NV,32007.0,,,,
vha_660QA,660,640 South Woodruff Avenue,Idaho Falls,ID,16019.0,,,,
vha_660QB,660,189 South 600 West,Price,UT,49007.0,,,,
vha_660QC,660,5957 Fashion Point Drive,South Ogden,UT,49057.0,,,,
vha_662,662,4150 Clement Street,San Francisco,CA,6075.0,180.0,7.0,163.0,10.0
vha_662GA,662,3841 Brickway Boulevard,Santa Rosa,CA,6097.0,,,,
vha_662GC,662,930 West Harris Street,Eureka,CA,6023.0,,,,
vha_662GD,662,630 Kings Court,Ukiah,CA,6045.0,,,,
vha_662GE,662,1001 Sneath Lane,San Bruno,CA,6081.0,,,,
vha_662GF,662,401 3rd Street,San Francisco,CA,6075.0,180.0,7.0,163.0,10.0
vha_662GG,662,15145 Lakeshore Drive,Clearlake,CA,6033.0,,,,
vha_663,663,1660 South Columbian Way,Seattle,WA,53033.0,,,,
vha_663A4,663,9600 Veterans Drive Southwest,Tacoma,WA,53053.0,,,,
vha_663GA,663,13033 Bel-Red Road,Bellevue,WA,53033.0,,,,
vha_663GB,663,9177 Ridgetop Boulevard NW,Silverdale,WA,53035.0,,,,
vha_663GC,663,307 South 13th Street,Mount Vernon,WA,53057.0,,,,
vha_663GD,663,151 Northeast Hampe Way,Chehalis,WA,53041.0,,,,
vha_663GE,663,1114 Georgiana Street,Port Angeles,WA,53009.0,,,,
vha_663GF,663,34617 11th Place South,Federal Way,WA,53033.0,,,,
vha_663GG,663,12360 Lake City Way Northeast,Seattle,WA,53033.0,,,,
vha_663HK,663,9600 Veterans Drive Southwest,Tacoma,WA,53053.0,,,,
vha_664,664,3350 La Jolla Village Drive,San Diego,CA,6073.0,491.0,26.0,454.0,11.0
vha_664BV,664,2121 San Diego Avenue,San Diego,CA,6073.0,491.0,26.0,454.0,11.0
vha_664BY,664,8810 Rio San Diego Drive,San Diego,CA,6073.0,491.0,26.0,454.0,11.0
vha_664GA,664,1115 South 4th Street,El Centro,CA,6025.0,,,,
vha_664GB,664,1300 Rancho del Oro Drive,Oceanside,CA,6073.0,,,,
vha_664GC,664,865 3rd Avenue,Chula Vista,CA,6073.0,,,,
vha_664GD,664,815 East Pennsylvania Avenue,Escondido,CA,6073.0,,,,
vha_664QA,664,8989 Rio San Diego Drive,San Diego,CA,6073.0,491.0,26.0,454.0,11.0
vha_666,666,1898 Fort Road,Sheridan,WY,56033.0,21.0,4.0,17.0,0.0
vha_666GB,666,4140 South Poplar Street,Casper,WY,56025.0,,,,
vha_666GC,666,2300 Rose Lane,Riverton,WY,56013.0,,,,
vha_666GD,666,1432 Rumsey Avenue,Cody,WY,56029.0,,,,
vha_666GE,666,604 Express Drive,Gillette,WY,56005.0,,,,
vha_666GF,666,1401 Gateway Boulevard,Rock Springs,WY,56037.0,,,,
vha_666QA,666,125 South Washington Street,Afton,WY,56023.0,,,,
vha_666QB,666,1565 South Highway 150,Evanston,WY,56041.0,,,,
vha_666QC,666,510 South 15th Street,Worland,WY,56043.0,,,,
vha_667,667,510 East Stoner Avenue,Shreveport,LA,22017.0,520.0,23.0,457.0,40.0
vha_667GA,667,910 Realtor Road,Texarkana,AR,5091.0,,,,
vha_667GB,667,1691 Bienville Drive,Monroe,LA,22073.0,,,,
vha_667GC,667,1005 North Eastman Road,Longview,TX,48183.0,,,,
vha_667QA,667,3000 Knight Street,Shreveport,LA,22017.0,520.0,23.0,457.0,40.0
vha_668,668,4815 North Assembly Street,Spokane,WA,53063.0,190.0,14.0,160.0,16.0
vha_668GA,668,2530 Chester Kimm Road,Wenatchee,WA,53007.0,,,,
vha_668GB,668,915 West Emma Avenue,Coeur d'Alene,ID,16055.0,,,,
vha_668HK,668,4815 North Assembly Street,Spokane,WA,53063.0,190.0,14.0,160.0,16.0
vha_668QB,668,211 East 2nd Street,Libby,MT,30053.0,,,,
vha_668QD,668,30410 Highway 200,Ponderay,ID,16017.0,,,,
vha_668QE,668,705 West 2nd Avenue,Spokane,WA,53063.0,190.0,14.0,160.0,16.0
vha_671,671,7400 Merton Minter Boulevard,San Antonio,TX,48029.0,1559.0,40.0,1453.0,66.0
vha_671A4,671,3600 Memorial Boulevard,Kerrville,TX,48265.0,,,,
vha_671BY,671,5788 Eckert Road,San Antonio,TX,48029.0,1559.0,40.0,1453.0,66.0
vha_671GB,671,1908 North Laurent Street,Victoria,TX,48469.0,,,,
vha_671GF,671,4610 East Southcross Boulevard,San Antonio,TX,48029.0,1559.0,40.0,1453.0,66.0
vha_671GH,671,302 South Hillside Drive,Beeville,TX,48025.0,,,,
